9.271096	8.700817
9.208963	8.298474
10.300974	9.702537
10.130297	11.388153
9.054714	9.029905
8.640162	7.770776
8.494300	7.478389
7.666169	6.883750
8.926414	9.851054
10.307497	10.260201
8.165684	8.819092
7.806749	8.878000
9.041494	9.657199
8.893415	8.626157
8.545719	9.524664
9.816280	9.783366
10.249993	11.969981
10.103620	9.045841
7.260694	7.463840
8.723045	8.582808
7.829397	7.244147
10.130700	10.887315
9.413381	9.270674
9.649533	10.496826
10.236566	10.732033
8.361531	8.729877
10.278069	10.762687
9.322474	9.712243
9.831404	10.256029
8.662303	8.470608
9.409313	8.499953
7.652790	7.901789
8.849614	9.509695
10.005872	10.076104
9.205196	8.570637
10.292437	11.382030
7.504363	7.225529
8.544238	7.377494
11.051413	10.710038
9.199686	9.705240
9.068683	8.550410
8.600744	8.544703
9.171706	8.571026
9.917728	10.280058
8.304190	8.663406
9.698174	10.057845
9.216155	9.646069
9.230851	10.180945
8.909510	7.328894
8.812968	8.680489
9.444886	9.630517
9.945957	10.322970
9.798704	10.812201
6.682001	8.444837
9.652149	8.822988
7.726266	7.752249
9.107728	7.725071
8.872251	10.943163
9.967358	9.194247
9.093363	10.583727
9.338937	10.419136
8.715003	8.283229
10.578264	13.066311
7.852613	9.231463
10.077674	9.525294
8.917746	8.770800
9.155980	8.900511
6.811727	5.881819
8.250941	9.267559
10.344444	10.284850
9.469844	9.702457
8.525666	9.617398
8.076217	7.831298
7.804815	7.661375
8.148323	7.508518
9.353187	9.327597
8.622559	9.423529
8.475974	9.402118
7.650478	6.274123
10.053972	8.608699
10.153070	9.199170
7.399873	6.888905
9.631038	9.807266
8.613448	7.948595
8.279853	8.144900
7.199465	7.662173
9.719958	11.099026
9.269583	9.302078
9.819303	10.047801
8.515384	8.498535
9.748315	9.615066
9.592496	8.602142
10.169756	10.389064
11.249362	9.200285
8.576645	8.251331
7.480617	7.159775
11.021343	10.326410
10.334497	9.984669
8.364832	9.240389
9.511139	10.509471
8.435631	6.623216
8.992257	9.610895
9.227737	9.785920
9.390269	9.873639
8.942631	7.197049
10.174346	10.154286
7.424378	7.491593
9.795984	12.443181
9.763205	9.661255
7.561744	9.173965
10.662691	10.257690
7.659106	7.182586
8.939152	7.240092
10.061420	11.325126
9.600460	10.166315
9.502048	8.423539
9.981668	8.276036
6.635197	8.578224
8.917375	10.746805
9.295358	9.631257
9.153432	7.062661
8.912375	8.887922
8.586380	7.072072
9.818631	9.725160
8.033233	6.705299
8.184770	8.913587
8.590008	7.762163
8.253907	6.589769
8.430134	8.761473
8.379100	5.893447
10.388468	10.913699
9.751868	8.487029
7.962371	8.921397
11.186241	11.395444
10.065480	10.513559
6.029441	6.470761
9.685004	10.892934
9.674701	10.168573
8.804612	10.705363
8.800472	8.254291
8.132597	9.684354
8.340961	9.793490
8.131992	8.739213
8.913359	8.789375
6.412808	6.431548
7.271562	8.519563
8.944362	7.123838
8.725666	9.202037
9.002018	10.847103
8.300226	9.314552
10.827147	8.519720
9.876281	9.208537
9.053219	7.533290
8.767975	7.528682
10.339568	11.159735
8.089618	8.603926
7.713075	7.912589
7.965593	6.022019
8.991173	10.960861
9.172924	10.751350
9.344864	9.161505
9.375585	10.428680
8.529202	8.911030
8.363376	8.739633
8.267135	8.763580
7.135524	6.458806
9.477486	10.030677
8.327849	8.747054
8.222225	7.655268
8.176581	8.503491
8.541565	7.884502
9.672168	10.268075
6.387920	7.021941
10.243340	9.020791
7.490667	6.612634
8.050149	6.060596
9.543486	10.177011
7.771428	7.842779
10.450507	11.699093
6.558429	7.466574
8.092238	8.041112
8.520055	7.083543
6.873754	8.031506
9.374310	8.345805
9.122466	7.860085
8.094649	8.459747
8.884297	8.843525
8.097019	9.025301
10.124076	9.950714
9.661751	9.082079
7.814360	8.758512
9.644764	8.536008
8.803317	9.049629
9.275494	9.362982
7.394557	7.464964
8.543147	8.019912
8.174725	8.038579
8.271840	8.457950
9.042414	9.542469
7.452989	6.720259
10.407072	10.005144
8.870993	9.331695
8.311471	7.914936
10.086737	10.868740
8.539689	9.232129
7.579859	7.857530
9.342098	8.735149
10.364191	11.646397
8.857115	9.379344
8.755706	8.363834
9.777175	10.002924
10.492252	10.596216
7.965898	6.480395
8.032533	7.258522
8.706908	9.701581
10.182661	10.618055
7.737591	7.660809
7.666125	9.056823
8.316338	8.678930
8.434661	9.015827
8.027801	8.136422
9.718122	10.773070
10.696771	10.171011
8.361699	9.101753
8.373854	10.278025
9.902798	10.549198
7.359524	7.608939
9.820583	10.118853
7.617587	7.834585
8.491513	8.546089
7.767162	8.968979
8.774293	7.863868
9.680236	9.760630
9.817560	8.895943
9.919079	9.055541
7.676484	8.335052
9.995460	11.162265
9.253611	8.786467
9.648378	9.285121
10.090128	10.620867
8.724236	7.466247
8.531975	7.047892
7.850318	7.903835
6.711293	6.259960
8.675347	10.807507
8.385338	8.524940
8.999051	9.192886
8.745689	9.313941
8.623429	9.224624
9.043305	8.705240
7.732447	7.737454
10.350753	10.202348
9.703171	11.259894
8.657226	8.638425
8.315973	9.725936
9.569692	9.128141
8.548299	8.072589
9.730493	7.503428
9.307607	11.394122
10.215764	11.731748
9.585883	9.540410
9.670362	8.698791
10.140059	10.280724
9.361591	10.212581
9.177651	10.133158
9.709707	9.480915
10.395092	12.441112
8.611081	9.085028
9.348331	8.587568
9.811814	11.167164
7.948270	8.523180
8.841095	7.819681
9.630274	10.948351
8.513645	9.854369
8.725159	10.398090
9.893381	8.943830
7.419990	7.087050
7.835149	7.350078
8.239676	9.124803
8.152447	6.513964
11.292703	12.871177
9.962570	9.028012
7.803947	8.350161
9.253827	8.792120
11.101845	11.236800
8.619044	9.990636
9.360196	9.867512
8.786940	8.772517
9.044647	9.568224
11.312247	13.123065
8.351240	9.750159
8.794610	8.057846
8.725376	8.230633
7.589334	7.481424
8.598791	8.569050
8.095955	7.954005
9.240735	8.135461
9.999289	10.034164
8.878850	8.835492
10.413559	10.612644
8.856693	9.364406
8.183973	8.972193
8.860619	8.663758
9.872191	9.754639
9.178491	10.636437
10.072191	10.044270
10.300257	9.869323
9.298596	10.187090
8.612631	9.515562
7.916057	11.162586
8.485648	7.534715
9.331652	11.058138
8.918574	8.545322
8.825577	8.923267
8.289917	6.872741
7.365930	7.843140
9.517036	9.386270
10.185070	10.167760
7.788876	8.595448
10.777983	12.054150
9.107709	9.921998
9.114114	9.224512
9.988473	9.824153
7.677908	6.945261
9.188750	9.816333
10.137004	10.960353
9.185792	10.118519
8.951282	10.146205
10.454338	11.514551
8.944776	9.164157
9.037559	9.201273
9.550232	8.764172
8.151867	6.596765
8.320183	6.341224
9.620679	8.292577
8.707578	8.354753
8.347867	7.972115
9.262925	11.324215
7.968834	9.435940
8.705805	9.789050
9.021748	9.575156
8.183091	10.382914
8.955013	9.089320
8.501350	8.235136
